Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw,11th Draw,3 Minute,5 Minute,7 Minute,10 Minute,15 Minute,20 Minute,geodata,place_id,osm_type,osm_id,boundingbox,lat,lon,display_name,class,type,importance,road,neighbourhood,suburb
6/18/2021,101XX S Peoria St,4.6,4.9,5.3,6.9,6.5,8.0,8.4,7.9,7.5,7.4,-1.0,3.8,3.3,3.3,3.2,3.2,-1.0,"{""place_id"": 291892181, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1027574024, ""boundingbox"": [""41.8751933"", ""41.8752177"", ""-87.6495288"", ""-87.6495225""], ""lat"": ""41.8751933"", ""lon"": ""-87.6495288"", ""display_name"": ""South Peoria Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60607, United States"", ""class"": ""highway"", ""type"": ""pedestrian"", ""importance"": 0.6200099999999998, ""address"": {""road"": ""South Peoria Street"", ""neighbourhood"": ""Greektown"", ""suburb"": ""Near West Side"", ""city"": ""Chicago"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60607"", ""country"": ""United States"", ""country_code"": ""us""}}
",291892181.0,way,1027574024.0,"['41.8751933', '41.8752177', '-87.6495288', '-87.6495225']",41.8751933,-87.6495288,"South Peoria Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60607, United States",highway,pedestrian,0.6200099999999998,South Peoria Street,Greektown,Near West Side
11/19/2019,101XX S Perry ,3.44,2.56,5.76,6.47,6.95,6.75,8.57,14.4,15.2,15.6,5.25,2.6,-1.0,-1.0,-1.0,-1.0,-1.0,nan,,,,,,,,,,,,,
12/10/2016,101XX S Seeley Ave,8.26,8.29,7.79,8.1,6.84,6.83,6.57,6.57,8.59,9.83,11.1,8.44,-1.0,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 110342396, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24079739, ""boundingbox"": [""41.8799928"", ""41.8813059"", ""-87.6778662"", ""-87.6778423""], ""lat"": ""41.8808292"", ""lon"": ""-87.6778566"", ""display_name"": ""South Seeley Avenue, Near West Side, Chicago, Cook County, Illinois, 60612, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6199999999999999, ""address"": {""road"": ""South Seeley Avenue"", ""suburb"": ""Near West Side"", ""city"": ""Chicago"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60612"", ""country"": ""United States"", ""country_code"": ""us""}}
",110342396.0,way,24079739.0,"['41.8799928', '41.8813059', '-87.6778662', '-87.6778423']",41.8808292,-87.6778566,"South Seeley Avenue, Near West Side, Chicago, Cook County, Illinois, 60612, United States",highway,residential,0.6199999999999999,South Seeley Avenue,,Near West Side
6/28/2021,101XX S St Lawrence Ave,4.96,2.38,2.81,4.38,3.58,3.89,4.43,7.31,10.5,11.7,-1.0,4.15,2.24,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 295047247, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1055216849, ""boundingbox"": [""41.818607"", ""41.8203103"", ""-87.6117955"", ""-87.6117652""], ""lat"": ""41.8194202"", ""lon"": ""-87.6117726"", ""display_name"": ""South Saint Lawrence Avenue, Forestville, Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.7200099999999999, ""address"": {""road"": ""South Saint Lawrence Avenue"", ""neighbourhood"": ""Forestville"", ""suburb"": ""Grand Boulevard"", ""city"": ""Chicago"", ""municipality"": ""Hyde Park Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60615"", ""country"": ""United States"", ""country_code"": ""us""}}
",295047247.0,way,1055216849.0,"['41.818607', '41.8203103', '-87.6117955', '-87.6117652']",41.8194202,-87.6117726,"South Saint Lawrence Avenue, Forestville, Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",highway,residential,0.7200099999999999,South Saint Lawrence Avenue,Forestville,Grand Boulevard
10/26/2021,101XX S Washtenaw Ave,6.4,8.7,6.0,6.1,8.1,13.0,19.0,22.0,23.0,22.0,-1.0,-1.0,18.0,5.0,3.2,-1.0,-1.0,"{""place_id"": 110251986, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24099707, ""boundingbox"": [""41.8083249"", ""41.8177804"", ""-87.6920439"", ""-87.6917712""], ""lat"": ""41.8137787"", ""lon"": ""-87.6919232"", ""display_name"": ""South Washtenaw Avenue, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6200099999999998, ""address"": {""road"": ""South Washtenaw Avenue"", ""neighbourhood"": ""South Brighton"", ""suburb"": ""Brighton Park"", ""city"": ""Chicago"", ""municipality"": ""Lake Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60632"", ""country"": ""United States"", ""country_code"": ""us""}}
",110251986.0,way,24099707.0,"['41.8083249', '41.8177804', '-87.6920439', '-87.6917712']",41.8137787,-87.6919232,"South Washtenaw Avenue, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",highway,residential,0.6200099999999998,South Washtenaw Avenue,South Brighton,Brighton Park
5/21/2021,101XX S Yates Ave,4.2,5.3,8.9,12.0,14.0,15.0,13.0,13.0,13.0,12.0,-1.0,6.9,2.8,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 110463716, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24118041, ""boundingbox"": [""41.7135257"", ""41.7225967"", ""-87.5647075"", ""-87.5645784""], ""lat"": ""41.7181354"", ""lon"": ""-87.564644"", ""display_name"": ""South Yates Avenue, Merrionette Manor, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6199999999999999, ""address"": {""road"": ""South Yates Avenue"", ""neighbourhood"": ""Merrionette Manor"", ""suburb"": ""South Deering"", ""city"": ""Chicago"", ""municipality"": ""Hyde Park Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60617"", ""country"": ""United States"", ""country_code"": ""us""}}
",110463716.0,way,24118041.0,"['41.7135257', '41.7225967', '-87.5647075', '-87.5645784']",41.7181354,-87.564644,"South Yates Avenue, Merrionette Manor, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",highway,residential,0.6199999999999999,South Yates Avenue,Merrionette Manor,South Deering
1/24/2020,101XX S Yates Ave,13.2,57.6,35.2,22.1,17.6,15.6,14.0,13.4,13.8,15.3,17.2,3.79,-1.0,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 110463716, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24118041, ""boundingbox"": [""41.7135257"", ""41.7225967"", ""-87.5647075"", ""-87.5645784""], ""lat"": ""41.7181354"", ""lon"": ""-87.564644"", ""display_name"": ""South Yates Avenue, Merrionette Manor, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6199999999999999, ""address"": {""road"": ""South Yates Avenue"", ""neighbourhood"": ""Merrionette Manor"", ""suburb"": ""South Deering"", ""city"": ""Chicago"", ""municipality"": ""Hyde Park Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60617"", ""country"": ""United States"", ""country_code"": ""us""}}
",110463716.0,way,24118041.0,"['41.7135257', '41.7225967', '-87.5647075', '-87.5645784']",41.7181354,-87.564644,"South Yates Avenue, Merrionette Manor, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",highway,residential,0.6199999999999999,South Yates Avenue,Merrionette Manor,South Deering
12/20/2016,102XX S Artesian Ave,4.62,4.92,6.12,6.08,5.76,5.28,4.81,4.85,4.86,4.62,1.26,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 110740381, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24091331, ""boundingbox"": [""41.8284274"", ""41.8302654"", ""-87.6862874"", ""-87.6862357""], ""lat"": ""41.8293079"", ""lon"": ""-87.6862606"", ""display_name"": ""South Artesian Avenue, McKinley Park, Chicago, Cook County, Illinois, 60632, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6200099999999998, ""address"": {""road"": ""South Artesian Avenue"", ""suburb"": ""McKinley Park"", ""city"": ""Chicago"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60632"", ""country"": ""United States"", ""country_code"": ""us""}}
",110740381.0,way,24091331.0,"['41.8284274', '41.8302654', '-87.6862874', '-87.6862357']",41.8293079,-87.6862606,"South Artesian Avenue, McKinley Park, Chicago, Cook County, Illinois, 60632, United States",highway,residential,0.6200099999999998,South Artesian Avenue,,McKinley Park
2/11/2019,102XX S Forest ,3.04,4.0,4.06,5.77,9.88,9.24,9.08,7.15,4.21,2.14,1.4,1.25,1.2,1.12,0.0,-1.0,-1.0,"{""place_id"": 109793947, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24114263, ""boundingbox"": [""41.5022225"", ""41.5031068"", ""-87.6984535"", ""-87.6743162""], ""lat"": ""41.5031035"", ""lon"": ""-87.6867494"", ""display_name"": ""Illinois Street, Park Forest, Rich Township, Cook County, Illinois, 60466, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.41000000000000003, ""address"": {""road"": ""Illinois Street"", ""village"": ""Park Forest"", ""municipality"": ""Rich Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60466"", ""country"": ""United States"", ""country_code"": ""us""}}
",109793947.0,way,24114263.0,"['41.5022225', '41.5031068', '-87.6984535', '-87.6743162']",41.5031035,-87.6867494,"Illinois Street, Park Forest, Rich Township, Cook County, Illinois, 60466, United States",highway,residential,0.41000000000000003,Illinois Street,,
6/23/2021,102XX S May St,6.03,10.9,15.0,25.2,22.2,18.3,9.65,7.35,6.64,6.11,-1.0,-1.0,4.66,4.78,5.07,5.07,-1.0,"{""place_id"": 139716037, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 145834831, ""boundingbox"": [""41.8538242"", ""41.8543338"", ""-87.6547392"", ""-87.6547292""], ""lat"": ""41.8543338"", ""lon"": ""-87.6547392"", ""display_name"": ""South May Street, Pilsen, Lower West Side, Chicago, Cook County, Illinois, 60608, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6199999999999999, ""address"": {""road"": ""South May Street"", ""neighbourhood"": ""Pilsen"", ""suburb"": ""Lower West Side"", ""city"": ""Chicago"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60608"", ""country"": ""United States"", ""country_code"": ""us""}}
",139716037.0,way,145834831.0,"['41.8538242', '41.8543338', '-87.6547392', '-87.6547292']",41.8543338,-87.6547392,"South May Street, Pilsen, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",highway,residential,0.6199999999999999,South May Street,Pilsen,Lower West Side
9/17/2019,102XX S Oglesby Ave,9.7,25.6,41.5,42.1,36.2,31.2,26.0,23.7,20.3,16.2,4.85,4.46,-1.0,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 110843670, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 24087437, ""boundingbox"": [""41.698018"", ""41.6994488"", ""-87.5642584"", ""-87.5631561""], ""lat"": ""41.6980702"", ""lon"": ""-87.5633744"", ""display_name"": ""South Oglesby Avenue, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6199999999999999, ""address"": {""road"": ""South Oglesby Avenue"", ""suburb"": ""South Deering"", ""city"": ""Chicago"", ""municipality"": ""Hyde Park Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60617"", ""country"": ""United States"", ""country_code"": ""us""}}
",110843670.0,way,24087437.0,"['41.698018', '41.6994488', '-87.5642584', '-87.5631561']",41.6980702,-87.5633744,"South Oglesby Avenue, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",highway,residential,0.6199999999999999,South Oglesby Avenue,,South Deering
9/28/2016,103XX S Hamilton Ave,1.24,3.35,3.23,6.19,6.78,6.57,8.94,9.38,8.98,8.49,8.88,6.82,-1.0,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 163688989, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 233568370, ""boundingbox"": [""41.8321722"", ""41.8339975"", ""-87.6790491"", ""-87.6789983""], ""lat"": ""41.833913"", ""lon"": ""-87.6790467"", ""display_name"": ""South Hamilton Avenue, Ducktown, McKinley Park, Chicago, Cook County, Illinois, 60608, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6200099999999998, ""address"": {""road"": ""South Hamilton Avenue"", ""neighbourhood"": ""Ducktown"", ""suburb"": ""McKinley Park"", ""city"": ""Chicago"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60608"", ""country"": ""United States"", ""country_code"": ""us""}}
",163688989.0,way,233568370.0,"['41.8321722', '41.8339975', '-87.6790491', '-87.6789983']",41.833913,-87.6790467,"South Hamilton Avenue, Ducktown, McKinley Park, Chicago, Cook County, Illinois, 60608, United States",highway,residential,0.6200099999999998,South Hamilton Avenue,Ducktown,McKinley Park
8/29/2019,103XX S Peoria ,7.82,2.89,1.69,1.17,1.17,1.14,1.33,1.48,1.47,1.86,1.21,1.13,-1.0,-1.0,-1.0,-1.0,-1.0,nan,,,,,,,,,,,,,
10/8/2016,103XX S Prospect Ave,4.6,4.65,5.92,6.72,10.3,16.5,12.0,12.8,13.3,12.8,6.78,5.55,-1.0,-1.0,-1.0,-1.0,-1.0,"{""place_id"": 214181750, ""licence"": ""Data ï¿½ OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 490761165, ""boundingbox"": [""41.7181105"", ""41.7212393"", ""-87.665545"", ""-87.6646048""], ""lat"": ""41.7210128"", ""lon"": ""-87.6654821"", ""display_name"": ""South Prospect Avenue, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States"", ""class"": ""highway"", ""type"": ""residential"", ""importance"": 0.6200099999999998, ""address"": {""road"": ""South Prospect Avenue"", ""suburb"": ""Beverly"", ""city"": ""Chicago"", ""municipality"": ""Lake Township"", ""county"": ""Cook County"", ""state"": ""Illinois"", ""ISO3166-2-lvl4"": ""US-IL"", ""postcode"": ""60643"", ""country"": ""United States"", ""country_code"": ""us""}}
",214181750.0,way,490761165.0,"['41.7181105', '41.7212393', '-87.665545', '-87.6646048']",41.7210128,-87.6654821,"South Prospect Avenue, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",highway,residential,0.6200099999999998,South Prospect Avenue,,Beverly
